NAME,Sample,Time,Flow,Temperature,Treatment,FlumeID,Run,Year,Succession,TAD,Primers,Type,ChlA,BA,pH,C25,O2,Temp,Turbidity,pCO2,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Sulfate,Lithium,Sodium,Ammonium,Magnesium,Potassium,Calcium,Strontium,PO4,NH4,NO3,NO2,DOC,Velocity
X5C_5C_NSE716.NSE518,Nc12022,1,Natural,control,Nc,15,41,2022,5,NA,16S,Biofilm ,0.054709667,1894083.694,8.323,288,9.71,8.4,13.46,562,10.5,188.5,6,2,332.5,53255,8,944,10.5,6392.5,221,49802.5,543.5,3.54,9.57,424.89,1.11,NA,0.177492248
X93A_93A_NSE716.NSE507,Nc122022,12,Natural,control,Nc,13,38,2022,47,NA,16S,Biofilm ,2.556009944,28852525.25,8.401,375,9.51,8.5,53.8,443,12,342,6,3,320.5,81717.5,10.5,1313,16,8721,298,63165.5,741,7.55,11.82,361.18,2.23,108.7,0.094416326
X93B_93B_NSE716.NSE507,Nc122022,12,Natural,control,Nc,14,40,2022,47,NA,16S,Biofilm ,3.288376611,21767676.77,8.401,375,9.51,8.5,53.8,443,12,342,6,3,320.5,81717.5,10.5,1313,16,8721,298,63165.5,741,7.55,11.82,361.18,2.23,108.7,0.094416326
X93C_93C_NSE716.NSE518,Nc122022,12,Natural,control,Nc,15,42,2022,47,NA,16S,Biofilm ,1.785296333,30572799.42,8.401,375,9.51,8.5,53.8,443,12,342,6,3,320.5,81717.5,10.5,1313,16,8721,298,63165.5,741,7.55,11.82,361.18,2.23,108.7,0.094416326
X101A_101A_NSE718.NSE507,Nc132022,13,Natural,control,Nc,13,38,2022,54,NA,16S,Biofilm ,1.187373278,32329365.08,8.454,377,9.52,8.5,84.2,456,12,378,0,3,316.5,83712.5,8.5,1382,9,8745,245.5,63901,783.5,NA,NA,NA,NA,158.3,0.13800879
X101B_101B_NSE718.NSE507,Nc132022,13,Natural,control,Nc,14,40,2022,54,NA,16S,Biofilm ,0.427419389,38120129.87,8.454,377,9.52,8.5,84.2,456,12,378,0,3,316.5,83712.5,8.5,1382,9,8745,245.5,63901,783.5,NA,NA,NA,NA,158.3,0.13800879
X101C_101C_NSE718.NSE518,Nc132022,13,Natural,control,Nc,15,42,2022,54,NA,16S,Biofilm ,0.548952956,46513275.61,8.454,377,9.52,8.5,84.2,456,12,378,0,3,316.5,83712.5,8.5,1382,9,8745,245.5,63901,783.5,NA,NA,NA,NA,158.3,0.13800879
X109A_109A_NSE719.NSE507,Nc142022,14,Natural,control,Nc,13,38,2022,61,NA,16S,Biofilm ,0.672176611,41491125.54,8.39,373,9.42,9.6,82.1,581,12.5,409.5,7.5,3,343,82922,12,1395.5,18.5,8698,385,63430.5,748.5,NA,NA,NA,NA,204.7,0.237612988
X109B_109B_NSE719.NSE507,Nc142022,14,Natural,control,Nc,14,40,2022,61,NA,16S,Biofilm ,0.787429111,38983928.57,8.39,373,9.42,9.6,82.1,581,12.5,409.5,7.5,3,343,82922,12,1395.5,18.5,8698,385,63430.5,748.5,NA,NA,NA,NA,204.7,0.237612988
X109C_109C_NSE719.NSE518,Nc142022,14,Natural,control,Nc,15,42,2022,61,NA,16S,Biofilm ,0.578267167,36476731.6,8.39,373,9.42,9.6,82.1,581,12.5,409.5,7.5,3,343,82922,12,1395.5,18.5,8698,385,63430.5,748.5,NA,NA,NA,NA,204.7,0.237612988
X117A_117A_NSE720.NSE507,Nc152022,15,Natural,control,Nc,13,38,2022,67,NA,16S,Biofilm ,0.308039389,28931168.83,8.475,399,8.92,11.2,35.3,417,12,433.5,0.5,4,301.5,88450.5,13,1494,20.5,9294.5,321,64254.5,754,NA,NA,NA,NA,NA,0.491550659
X117B_117B_NSE720.NSE507,Nc152022,15,Natural,control,Nc,14,40,2022,67,NA,16S,Biofilm ,0.177158833,34870851.37,8.475,399,8.92,11.2,35.3,417,12,433.5,0.5,4,301.5,88450.5,13,1494,20.5,9294.5,321,64254.5,754,NA,NA,NA,NA,NA,0.491550659
X117C_117C_NSE720.NSE518,Nc152022,15,Natural,control,Nc,15,42,2022,67,NA,16S,Biofilm ,0.5221755,21284199.13,8.475,399,8.92,11.2,35.3,417,12,433.5,0.5,4,301.5,88450.5,13,1494,20.5,9294.5,321,64254.5,754,NA,NA,NA,NA,NA,0.491550659
X125A_125A_NSE721.NSE507,Nc162022,16,Natural,control,Nc,13,38,2022,75,NA,16S,Biofilm ,2.166754944,40916269.84,8.375,400,9.34,7.9,33,453,13,477,3.5,2,349,92114.5,10.5,1562.5,12.5,9475,393,68213,786.5,NA,NA,NA,NA,NA,0.635646805
X125B_125B_NSE721.NSE507,Nc162022,16,Natural,control,Nc,14,40,2022,75,NA,16S,Biofilm ,0.9190505,41180768,8.375,400,9.34,7.9,33,453,13,477,3.5,2,349,92114.5,10.5,1562.5,12.5,9475,393,68213,786.5,NA,NA,NA,NA,NA,0.635646805
X125C_125C_NSE721.NSE518,Nc162022,16,Natural,control,Nc,15,42,2022,75,NA,16S,Biofilm ,2.459772167,30648518.92,8.375,400,9.34,7.9,33,453,13,477,3.5,2,349,92114.5,10.5,1562.5,12.5,9475,393,68213,786.5,NA,NA,NA,NA,NA,0.635646805
X133A_133A_NSE722.NSE507,Nc172022,17,Natural,control,Nc,13,38,2022,82,NA,16S,Biofilm ,3.8679905,21371067.82,8.384,399,9.21,8.9,101,459,13.5,484.5,8.5,3.5,340.5,91920,12.5,1555.5,17,9345.5,329.5,67061.5,778,NA,NA,NA,NA,124.3,0.365101374
X133B_133B_NSE722.NSE507,Nc172022,17,Natural,control,Nc,14,40,2022,82,NA,16S,Biofilm ,2.563735778,27106998.56,8.384,399,9.21,8.9,101,459,13.5,484.5,8.5,3.5,340.5,91920,12.5,1555.5,17,9345.5,329.5,67061.5,778,NA,NA,NA,NA,124.3,0.365101374
X133C_133C_NSE722.NSE518,Nc172022,17,Natural,control,Nc,15,42,2022,82,NA,16S,Biofilm ,2.084346056,35095310.25,8.384,399,9.21,8.9,101,459,13.5,484.5,8.5,3.5,340.5,91920,12.5,1555.5,17,9345.5,329.5,67061.5,778,NA,NA,NA,NA,124.3,0.365101374
X141A_141A_NSE723.NSE507,Nc182022,18,Natural,control,Nc,13,38,2022,87,NA,16S,Biofilm ,1.406518833,31658008.66,8.431,406,9.73,8.3,42.7,452,13.5,531.5,6,2,356.5,92937.5,12,1609,10,9371,340.5,66991.5,739,5.13,15.39,383.04,1.84,131.3,0.276358666
X141B_141B_NSE723.NSE507,Nc182022,18,Natural,control,Nc,14,40,2022,87,NA,16S,Biofilm ,2.444532167,38622582.97,8.431,406,9.73,8.3,42.7,452,13.5,531.5,6,2,356.5,92937.5,12,1609,10,9371,340.5,66991.5,739,5.13,15.39,383.04,1.84,131.3,0.276358666
X141C_141C_NSE723.NSE518,Nc182022,18,Natural,control,Nc,15,42,2022,87,NA,16S,Biofilm ,1.735695778,25254906.2,8.431,406,9.73,8.3,42.7,452,13.5,531.5,6,2,356.5,92937.5,12,1609,10,9371,340.5,66991.5,739,5.13,15.39,383.04,1.84,131.3,0.276358666
X149A_149A_NSE724.NSE507,Nc192022,19,Natural,control,Nc,13,38,2022,89,NA,16S,Biofilm ,1.204200778,28543650.79,7.851,399,9.55,8.7,58.5,483,13,529,3,3,315.5,91330.5,13.5,1597,10.5,9289.5,342,66266.5,775,NA,NA,NA,NA,139,0.211630522
X149B_149B_NSE724.NSE507,Nc192022,19,Natural,control,Nc,14,40,2022,89,NA,16S,Biofilm ,0.991052444,41526839.83,7.851,399,9.55,8.7,58.5,483,13,529,3,3,315.5,91330.5,13.5,1597,10.5,9289.5,342,66266.5,775,NA,NA,NA,NA,139,0.211630522
X149C_149C_NSE724.NSE518,Nc192022,19,Natural,control,Nc,15,42,2022,89,NA,16S,Biofilm ,1.362386333,47448629.15,7.851,399,9.55,8.7,58.5,483,13,529,3,3,315.5,91330.5,13.5,1597,10.5,9289.5,342,66266.5,775,NA,NA,NA,NA,139,0.211630522
X157A_157A_NSE726.NSE507,Nc202022,20,Natural,control,Nc,13,38,2022,91,NA,16S,Biofilm ,1.598183,24515945.17,8.444,414,10.14,6.2,53.1,428,13,544.5,0,3,342.5,94724,11.5,1656.5,7.5,9762,358.5,69092,807.5,NA,NA,NA,NA,181.3,0.179582474
X157B_157B_NSE726.NSE507,Nc202022,20,Natural,control,Nc,14,40,2022,91,NA,16S,Biofilm ,1.505402444,44624098.12,8.444,414,10.14,6.2,53.1,428,13,544.5,0,3,342.5,94724,11.5,1656.5,7.5,9762,358.5,69092,807.5,NA,NA,NA,NA,181.3,0.179582474
X157C_157C_NSE726.NSE518,Nc202022,20,Natural,control,Nc,15,42,2022,91,NA,16S,Biofilm ,1.386904389,37967821.07,8.444,414,10.14,6.2,53.1,428,13,544.5,0,3,342.5,94724,11.5,1656.5,7.5,9762,358.5,69092,807.5,NA,NA,NA,NA,181.3,0.179582474
X165A_165A_NSE727.NSE507,Nc212022,21,Natural,control,Nc,13,38,2022,96,NA,16S,Biofilm ,1.694279667,52402886,8.314,396,9.48,9.3,133.7,497,15,580,4,3.5,338,91532,12.5,1622,38.5,9393,397,66062,798.5,NA,NA,NA,NA,208.7,0.143337815
X165B_165B_NSE727.NSE507,Nc212022,21,Natural,control,Nc,14,40,2022,96,NA,16S,Biofilm ,1.184974389,55182756.13,8.314,396,9.48,9.3,133.7,497,15,580,4,3.5,338,91532,12.5,1622,38.5,9393,397,66062,798.5,NA,NA,NA,NA,208.7,0.143337815
X165C_165C_NSE727.NSE518,Nc212022,21,Natural,control,Nc,15,42,2022,96,NA,16S,Biofilm ,1.186456056,50734054.83,8.314,396,9.48,9.3,133.7,497,15,580,4,3.5,338,91532,12.5,1622,38.5,9393,397,66062,798.5,NA,NA,NA,NA,208.7,0.143337815
A13_A13_N718.N507,Nc22021,2,Natural,control,Nc,13,27,2021,8,NA,16S,Biofilm ,0.0510055,2569156.17,8.394,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33,
B13_B13_N723.N507,Nc22021,2,Natural,control,Nc,14,27,2021,8,NA,16S,Biofilm ,0.059789667,11167767.28,8.394,368,10.17,6,11.6,NA,0.011,0.2545,0.0015,0.002,0.299,81.817,NA,1.142,0.0055,8.468,0.252,62.335,0.728,NA,NA,NA,NA,134.33,
C21_C21_N726.N507,Nc22021,2,Natural,control,Nc,15,28,2021,8,NA,16S,Biofilm ,0.121278833,15411154.55,8.394,379,NA,7.7,33.6,NA,0.012,0.3305,0.003,0.0025,0.326,86.4145,NA,1.2845,0.009,8.7505,0.28,65.484,0.808,NA,NA,NA,NA,178.67,
X13A_13A_NSE718.NSE507,Nc22022,2,Natural,control,Nc,13,37,2022,10,NA,16S,Biofilm ,0.0962,2724963.925,8.332,284,9.72,8.2,22.5,378,9,177.5,0,1,322.5,51763.5,8,933,16.5,6210,196,47208,497,NA,NA,NA,NA,113.4,0.144805986
X13B_13B_NSE718.NSE507,Nc22022,2,Natural,control,Nc,14,39,2022,10,NA,16S,Biofilm ,0.09436,3302669.553,8.332,284,9.72,8.2,22.5,378,9,177.5,0,1,322.5,51763.5,8,933,16.5,6210,196,47208,497,NA,NA,NA,NA,113.4,0.144805986
X13C_13C_NSE718.NSE518,Nc22022,2,Natural,control,Nc,15,41,2022,10,NA,16S,Biofilm ,0.09937,5655050.505,8.332,284,9.72,8.2,22.5,378,9,177.5,0,1,322.5,51763.5,8,933,16.5,6210,196,47208,497,NA,NA,NA,NA,113.4,0.144805986
X173A_173A_NSE728.NSE507,Nc222022,22,Natural,control,Nc,13,38,2022,103,NA,16S,Biofilm ,1.3914905,44110533.91,8.473,442,10.88,2.7,7.6,524,14.5,631,3,3.5,352.5,104107,14.5,1818,13.5,10373,366,73904,870.5,NA,NA,NA,NA,175,0.13752331
X173B_173B_NSE728.NSE507,Nc222022,22,Natural,control,Nc,14,40,2022,103,NA,16S,Biofilm ,1.054517167,22733910.53,8.473,442,10.88,2.7,7.6,524,14.5,631,3,3.5,352.5,104107,14.5,1818,13.5,10373,366,73904,870.5,NA,NA,NA,NA,175,0.13752331
X173C_173C_NSE728.NSE518,Nc222022,22,Natural,control,Nc,15,42,2022,103,NA,16S,Biofilm ,0.833466611,33312987.01,8.473,442,10.88,2.7,7.6,524,14.5,631,3,3.5,352.5,104107,14.5,1818,13.5,10373,366,73904,870.5,NA,NA,NA,NA,175,0.13752331
A21_A21_N719.N507,Nc32021,3,Natural,control,Nc,13,27,2021,11,NA,16S,Biofilm ,0.153346333,2709340.74,8.437,360,9.83,6.9,9.2,NA,0.011,0.275,0.001,0.002,0.288,78.6775,NA,1.1085,0.0335,8.338,0.244,61.1495,0.7365,NA,NA,NA,NA,212.33,
B21_B21_N724.N507,Nc32021,3,Natural,control,Nc,14,27,2021,11,NA,16S,Biofilm ,0.187583417,15707870.37,8.437,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33,
C29_C29_N727.N507,Nc32021,3,Natural,control,Nc,15,28,2021,11,NA,16S,Biofilm ,0.092386333,7026679.85,8.437,379,NA,7.7,33.6,NA,0.012,0.3305,0.003,0.0025,0.326,86.4145,NA,1.2845,0.009,8.7505,0.28,65.484,0.808,NA,NA,NA,NA,178.67,
X21A_21A_NSE719.NSE507,Nc32022,3,Natural,control,Nc,13,37,2022,14,NA,16S,Biofilm ,0.221891056,8800505.051,8.286,312,10.22,7,16.2,419,10,205.5,0,2.5,337.5,61866.5,7.5,1015.5,9,7036.5,226.5,52562,649,NA,NA,NA,NA,110.7,0.128023128
X21B_21B_NSE719.NSE507,Nc32022,3,Natural,control,Nc,14,39,2022,14,NA,16S,Biofilm ,0.152429111,10235064.94,8.286,312,10.22,7,16.2,419,10,205.5,0,2.5,337.5,61866.5,7.5,1015.5,9,7036.5,226.5,52562,649,NA,NA,NA,NA,110.7,0.128023128
X21C_21C_NSE719.NSE518,Nc32022,3,Natural,control,Nc,15,41,2022,14,NA,16S,Biofilm ,0.123360222,10412770.56,8.286,312,10.22,7,16.2,419,10,205.5,0,2.5,337.5,61866.5,7.5,1015.5,9,7036.5,226.5,52562,649,NA,NA,NA,NA,110.7,0.128023128
A29_A29_N720.N507,Nc42021,4,Natural,control,Nc,13,27,2021,16,NA,16S,Biofilm ,0.1818155,3109632.58,8.361,360,9.83,6.9,9.2,NA,0.011,0.275,0.001,0.002,0.288,78.6775,NA,1.1085,0.0335,8.338,0.244,61.1495,0.7365,NA,NA,NA,NA,212.33,
B29_B29_N726.N507,Nc42021,4,Natural,control,Nc,14,27,2021,16,NA,16S,Biofilm ,0.280505083,15974271.83,8.361,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67,
C37_C37_N728.N507,Nc42021,4,Natural,control,Nc,15,28,2021,16,NA,16S,Biofilm ,0.182715083,6711391.69,8.361,363,9.42,8.8,165.2,NA,0.013,0.408,0.004,0.0015,0.3645,88.4185,NA,1.1755,0.008,8.2075,0.358,62.858,0.7605,NA,NA,NA,NA,884,
X29A_29A_NSE720.NSE507,Nc42022,4,Natural,control,Nc,13,37,2022,19,NA,16S,Biofilm ,0.421563278,6936056.999,8.13,314,10.9,6.9,24.9,445,11,214.5,2.5,2,419.5,61661,8.5,1031,9,6980,228,52482,603,NA,NA,NA,NA,159,0.13121796
X29B_29B_NSE720.NSE507,Nc42022,4,Natural,control,Nc,14,39,2022,19,NA,16S,Biofilm ,0.452043278,14848773.45,8.13,314,10.9,6.9,24.9,445,11,214.5,2.5,2,419.5,61661,8.5,1031,9,6980,228,52482,603,NA,NA,NA,NA,159,0.13121796
X29C_29C_NSE720.NSE518,Nc42022,4,Natural,control,Nc,15,41,2022,19,NA,16S,Biofilm ,0.377219111,13798773.45,8.13,314,10.9,6.9,24.9,445,11,214.5,2.5,2,419.5,61661,8.5,1031,9,6980,228,52482,603,NA,NA,NA,NA,159,0.13121796
B37_B37_N720.N507,Nc52021,5,Natural,control,Nc,14,28,2021,21,NA,16S,Biofilm ,0.335168,10287965.26,8.447,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67,
C45_C45_N729.N507,Nc52021,5,Natural,control,Nc,15,28,2021,21,NA,16S,Biofilm ,0.294422167,18782626.88,8.447,352,9.56,8.8,292.8,NA,0.0135,0.4025,0.0025,0.0025,0.365,93.478,NA,1.197,0.0165,8.3885,0.36,65.2145,0.838,NA,NA,NA,NA,462,
R1005.16S_R1005.16S_N719.N507,Nc52021,5,Natural,control,Nc,13,26,2021,21,NA,16S,Biofilm ,0.52201675,14126242.58,8.447,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67,
X37A_37A_NSE721.NSE507,Nc52022,5,Natural,control,Nc,13,37,2022,24,NA,16S,Biofilm ,0.897883833,13669264.07,8.282,336,10,8.5,35.9,426,11,240,3.5,2,368.5,70182,7.5,1105.5,12,7593.5,209.5,56332,620,NA,NA,NA,NA,160,0.104149632
X37B_37B_NSE721.NSE507,Nc52022,5,Natural,control,Nc,14,39,2022,24,NA,16S,Biofilm ,0.537733,16817243.87,8.282,336,10,8.5,35.9,426,11,240,3.5,2,368.5,70182,7.5,1105.5,12,7593.5,209.5,56332,620,NA,NA,NA,NA,160,0.104149632
X37C_37C_NSE721.NSE518,Nc52022,5,Natural,control,Nc,15,41,2022,24,NA,16S,Biofilm ,0.711440778,11202453.1,8.282,336,10,8.5,35.9,426,11,240,3.5,2,368.5,70182,7.5,1105.5,12,7593.5,209.5,56332,620,NA,NA,NA,NA,160,0.104149632
B45_B45_N721.N507,Nc62021,6,Natural,control,Nc,14,28,2021,25,NA,16S,Biofilm ,0.526567583,6342690.8,8.461,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33,
C44_C44_N728.N506,Nc62021,6,Natural,control,Nc,15,29,2021,25,NA,16S,Biofilm ,0.371945083,16799432.49,8.461,352,9.56,8.8,292.8,NA,0.0135,0.4025,0.0025,0.0025,0.365,93.478,NA,1.197,0.0165,8.3885,0.36,65.2145,0.838,NA,NA,NA,NA,462,
R1013.16S_R1013.16S_N720.N507,Nc62021,6,Natural,control,Nc,13,26,2021,25,NA,16S,Biofilm ,0.570964667,19002056.28,8.461,397,10.02,6.6,21,NA,0.015,0.3875,0.0015,0.002,0.3335,92.8185,NA,1.3575,0.0095,9.1895,0.305,67.244,0.7985,NA,NA,NA,NA,200.67,
X45A_45A_NSE722.NSE507,Nc62022,6,Natural,control,Nc,13,37,2022,26,NA,16S,Biofilm ,0.897848556,8261616.162,8.277,348,10.56,6.5,18.2,335,11.5,250.5,0,2,351.5,73534.5,11,1125.5,11,7903.5,242,58692.5,675,4.66,12.29,476.12,1.07,102.7,0.10738506
X45B_45B_NSE722.NSE507,Nc62022,6,Natural,control,Nc,14,39,2022,26,NA,16S,Biofilm ,0.932032722,11036686.31,8.277,348,10.56,6.5,18.2,335,11.5,250.5,0,2,351.5,73534.5,11,1125.5,11,7903.5,242,58692.5,675,4.66,12.29,476.12,1.07,102.7,0.10738506
X45C_45C_NSE722.NSE518,Nc62022,6,Natural,control,Nc,15,41,2022,26,NA,16S,Biofilm ,0.785136056,16392929.29,8.277,348,10.56,6.5,18.2,335,11.5,250.5,0,2,351.5,73534.5,11,1125.5,11,7903.5,242,58692.5,675,4.66,12.29,476.12,1.07,102.7,0.10738506
B53_B53_N722.N507,Nc72021,7,Natural,control,Nc,14,28,2021,30,NA,16S,Biofilm ,1.053141333,13751712.91,8.384,387,10.44,5.6,13,NA,0.012,0.2965,0.003,0.0005,0.3085,88.4805,NA,1.2605,0.005,8.9275,0.273,66.2205,0.7915,NA,NA,NA,NA,123.33,
C52_C52_N729.N506,Nc72021,7,Natural,control,Nc,15,29,2021,30,NA,16S,Biofilm ,1.331694667,46438808.72,8.384,385,10.66,4.4,NA,NA,0.015,0.365,0.002,0.003,0.3345,86.814,NA,1.3275,0.012,8.9145,0.3265,66.3835,0.8095,NA,NA,NA,NA,171.33,
R1021.16S_R1021.16S_N726.N507,Nc72021,7,Natural,control,Nc,13,26,2021,30,NA,16S,Biofilm ,0.725005083,25515218.01,8.384,397,10.02,6.6,21,NA,0.015,0.3875,0.0015,0.002,0.3335,92.8185,NA,1.3575,0.0095,9.1895,0.305,67.244,0.7985,NA,NA,NA,NA,200.67,
X53A_53A_NSE723.NSE507,Nc72022,7,Natural,control,Nc,13,37,2022,28,NA,16S,Biofilm ,0.890934111,19714053.23,8.404,356,10.27,7.6,28,441,11,262.5,2.5,1.5,329.5,75601.5,8.5,1162.5,14,8066,257,59678,677.5,NA,NA,NA,NA,110.3,0.105667134
X53B_53B_NSE723.NSE507,Nc72022,7,Natural,control,Nc,14,39,2022,28,NA,16S,Biofilm ,0.791203833,9180517.476,8.404,356,10.27,7.6,28,441,11,262.5,2.5,1.5,329.5,75601.5,8.5,1162.5,14,8066,257,59678,677.5,NA,NA,NA,NA,110.3,0.105667134
X53C_53C_NSE723.NSE518,Nc72022,7,Natural,control,Nc,15,41,2022,28,NA,16S,Biofilm ,0.994439111,15584403.56,8.404,356,10.27,7.6,28,441,11,262.5,2.5,1.5,329.5,75601.5,8.5,1162.5,14,8066,257,59678,677.5,NA,NA,NA,NA,110.3,0.105667134
C5_C5_N723.N507,Nc82021,8,Natural,control,Nc,14,28,2021,36,NA,16S,Biofilm ,0.4040655,31878452.53,8.459,385,10.66,4.4,NA,NA,0.015,0.365,0.002,0.003,0.3345,86.814,NA,1.3275,0.012,8.9145,0.3265,66.3835,0.8095,NA,NA,NA,NA,171.33,
C60_C60_N711.N506,Nc82021,8,Natural,control,Nc,15,29,2021,36,NA,16S,Biofilm ,0.23563175,20211743.77,8.459,385,10.6,4.5,NA,NA,0.015,0.367,0.001,0.002,0.342,86.839,NA,1.319,0.0125,8.737,0.3185,65.108,0.789,NA,NA,NA,NA,170.67,
R1029.16S_R1029.16S_N727.N507,Nc82021,8,Natural,control,Nc,13,26,2021,36,NA,16S,Biofilm ,0.595888417,15967619.11,8.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X61A_61A_NSE724.NSE507,Nc82022,8,Natural,control,Nc,13,37,2022,33,NA,16S,Biofilm ,1.003540778,23576551.23,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.099414471
X61B_61B_NSE724.NSE507,Nc82022,8,Natural,control,Nc,14,39,2022,33,NA,16S,Biofilm ,0.682019111,15525462.96,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.099414471
X61C_61C_NSE724.NSE518,Nc82022,8,Natural,control,Nc,15,41,2022,33,NA,16S,Biofilm ,0.439272722,9474537.037,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.099414471
B68_B68_N716.N506,Nc92021,9,Natural,control,Nc,14,29,2021,39,NA,16S,Biofilm ,0.207638833,7658988.664,8.502,387,10.01,8.8,13.2,NA,0.012,0.3245,0.0025,0.002,0.2835,89.2035,NA,1.299,NA,8.995,0.296,66.6725,0.758,NA,NA,NA,NA,118.33,
C68_C68_N712.N506,Nc92021,9,Natural,control,Nc,15,29,2021,39,NA,16S,Biofilm ,0.490319667,22407845.96,8.502,399,10.37,6.4,8,NA,0.015,0.388,0.0015,0.002,0.338,91.538,NA,1.3685,0.0165,9.151,0.3125,67.6145,0.7855,NA,NA,NA,NA,159.33,
R1037.16S_R1037.16S_N728.N507,Nc92021,9,Natural,control,Nc,13,26,2021,39,NA,16S,Biofilm ,0.241135083,5030750.62,8.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X69A_69A_NSE726.NSE507,Nc92022,9,Natural,control,Nc,13,37,2022,38,NA,16S,Biofilm ,1.883403833,25355555.56,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.090580286
X69B_69B_NSE726.NSE507,Nc92022,9,Natural,control,Nc,14,39,2022,38,NA,16S,Biofilm ,1.207622722,29937085.14,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.090580286
X69C_69C_NSE726.NSE518,Nc92022,9,Natural,control,Nc,15,41,2022,38,NA,16S,Biofilm ,0.631677722,12148412.7,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.090580286
B80_B80_N727.N511,Nw102021,10,Natural,warm,Nw,2,29,2021,44,NA,16S,Biofilm ,0.480953417,19532271.16,8.491,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33,
C80_C80_N724.N511,Nw102021,10,Natural,warm,Nw,3,29,2021,44,NA,16S,Biofilm ,0.2167405,20345189.34,8.491,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148,
R1041.16S_R1041.16S_N729.N502,Nw102021,10,Natural,warm,Nw,1,26,2021,44,NA,16S,Biofilm ,0.375913833,6636988.89,8.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X73A_73A_NSE727.NSE502,Nw102022,10,Natural,warm,Nw,1,37,2022,40,NA,16S,Biofilm ,0.488873278,29500865.8,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.089535849
X73B_73B_NSE727.NSE502,Nw102022,10,Natural,warm,Nw,2,39,2022,40,NA,16S,Biofilm ,0.514238,28698124.1,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.089535849
X73C_73C_NSE727.NSE513,Nw102022,10,Natural,warm,Nw,3,41,2022,40,NA,16S,Biofilm ,1.453861611,27520923.52,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.089535849
A81_A81_N721.N502,Nw112021,11,Natural,warm,Nw,1,27,2021,49,NA,16S,Biofilm ,0.413855083,5609069.19,NA,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150,
