NAME,Sample,Flow,Temperature,Treatment,FlumeID,Time,Run,Year,Succession,TAD,Primers,Type,ChlA,BA,pH,C25,O2,Temp,Turbidity,pCO2,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Sulfate,Lithium,Sodium,Ammonium,Magnesium,Potassium,Calcium,Strontium,PO4,NH4,NO3,NO2,DOC
X153A_153A_NSE726.NSE513,Nw202022,Natural,warm,Nw,1,20,38,2022,91,NA,18S,Biofilm,0.935137167,33639826.84,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7
X153B_153B_NSE726.NSE513,Nw202022,Natural,warm,Nw,2,20,40,2022,91,NA,18S,Biofilm,1.241806889,54169624.82,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7
X153C_153C_NSE726.NSE513,Nw202022,Natural,warm,Nw,3,20,42,2022,91,NA,18S,Biofilm,1.250238278,51227417.03,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7
X161A_161A_NSE727.NSE513,Nw212022,Natural,warm,Nw,1,21,38,2022,96,NA,18S,Biofilm,0.343387722,25883982.68,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7
X161B_161B_NSE727.NSE513,Nw212022,Natural,warm,Nw,2,21,40,2022,96,NA,18S,Biofilm,0.898307167,9798196.248,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7
X161C_161C_NSE727.NSE513,Nw212022,Natural,warm,Nw,3,21,42,2022,96,NA,18S,Biofilm,1.094769111,41969769.12,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7
X169A_169A_NSE728.NSE513,Nw222022,Natural,warm,Nw,1,22,38,2022,103,NA,18S,Biofilm,1.065171056,19640981.24,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33
X169B_169B_NSE728.NSE513,Nw222022,Natural,warm,Nw,2,22,40,2022,103,NA,18S,Biofilm,0.875517722,29055916.31,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33
X169C_169C_NSE728.NSE513,Nw222022,Natural,warm,Nw,3,22,42,2022,103,NA,18S,Biofilm,0.540978556,44420562.77,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33
X17A_17A_NSE719.NSE513,Nw32022,Natural,warm,Nw,1,3,37,2022,14,NA,18S,Biofilm,0.269657167,13438559.88,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3
X17B_17B_NSE719.NSE502,Nw32022,Natural,warm,Nw,2,3,39,2022,14,NA,18S,Biofilm,0.154722167,11822438.67,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3
X17C_17C_NSE719.NSE513,Nw32022,Natural,warm,Nw,3,3,41,2022,14,NA,18S,Biofilm,0.318093556,9677849.928,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3
X1A_1A_NSE716.NSE513,Nw12022,Natural,warm,Nw,1,1,37,2022,5,NA,18S,Biofilm,0.064023,3911976.912,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA
X1B_1B_NSE716.NSE502,Nw12022,Natural,warm,Nw,2,1,39,2022,5,NA,18S,Biofilm,0.036188833,884776.3348,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA
X1C_1C_NSE716.NSE513,Nw12022,Natural,warm,Nw,3,1,41,2022,5,NA,18S,Biofilm,0.029450778,1711760.462,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA
X25A_25A_NSE720.NSE513,Nw42022,Natural,warm,Nw,1,4,37,2022,19,NA,18S,Biofilm,0.293258,10311544.01,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3
X25B_25B_NSE721.NSE502,Nw42022,Natural,warm,Nw,2,4,39,2022,19,NA,18S,Biofilm,0.531312444,12564502.16,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3
X25C_25C_NSE720.NSE513,Nw42022,Natural,warm,Nw,3,4,41,2022,19,NA,18S,Biofilm,0.300313556,11406421.36,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3
X33A_33A_NSE721.NSE513,Nw52022,Natural,warm,Nw,1,5,37,2022,24,NA,18S,Biofilm,0.458428556,12543434.34,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3
X33B_33B_NSE722.NSE502,Nw52022,Natural,warm,Nw,2,5,39,2022,24,NA,18S,Biofilm,0.490460778,16598051.95,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3
X33C_33C_NSE721.NSE513,Nw52022,Natural,warm,Nw,3,5,41,2022,24,NA,18S,Biofilm,0.568248278,15216305.92,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3
X41A_41A_NSE722.NSE513,Nw62022,Natural,warm,Nw,1,6,37,2022,26,NA,18S,Biofilm,0.941875222,10027489.18,8.328,348,10.52,8.9,14.5,416,11.5,249,3,1.5,352,73308,11,1114,11.5,7843.5,231,58267.5,649,NA,NA,NA,NA,108
X41B_41B_NSE723.NSE502,Nw62022,Natural,warm,Nw,2,6,39,2022,26,NA,18S,Biofilm,0.951259111,14403391.05,8.328,348,10.52,8.9,14.5,416,11.5,249,3,1.5,352,73308,11,1114,11.5,7843.5,231,58267.5,649,NA,NA,NA,NA,108
X41C_41C_NSE722.NSE513,Nw62022,Natural,warm,Nw,3,6,41,2022,26,NA,18S,Biofilm,1.170863278,23251731.6,8.328,348,10.52,8.9,14.5,416,11.5,249,3,1.5,352,73308,11,1114,11.5,7843.5,231,58267.5,649,NA,NA,NA,NA,108
X49A_49A_NSE723.NSE513,Nw72022,Natural,warm,Nw,1,7,37,2022,28,NA,18S,Biofilm,0.690344667,10024392.74,8.336,357,10.36,9.6,21.2,432,11,263,0,2,335,75400.5,14,1164,12,8141.5,252.5,60386.5,696.5,NA,NA,NA,NA,122.3
X49B_49B_NSE724.NSE502,Nw72022,Natural,warm,Nw,2,7,39,2022,28,NA,18S,Biofilm,0.202241333,16095548.74,8.336,357,10.36,9.6,21.2,432,11,263,0,2,335,75400.5,14,1164,12,8141.5,252.5,60386.5,696.5,NA,NA,NA,NA,122.3
X49C_49C_NSE723.NSE513,Nw72022,Natural,warm,Nw,3,7,41,2022,28,NA,18S,Biofilm,0.333051333,17051396.91,8.336,357,10.36,9.6,21.2,432,11,263,0,2,335,75400.5,14,1164,12,8141.5,252.5,60386.5,696.5,NA,NA,NA,NA,122.3
X57A_57A_NSE724.NSE513,Nw82022,Natural,warm,Nw,1,8,37,2022,33,NA,18S,Biofilm,0.853857167,15263203.46,8.344,362,10.02,11.4,24.9,448,11,282.5,0,1.5,337,77466.5,10.5,1195,18,8227,240,61023,678.5,NA,NA,NA,NA,80
X57B_57B_NSE726.NSE502,Nw82022,Natural,warm,Nw,2,8,39,2022,33,NA,18S,Biofilm,NA,17513492.06,8.344,362,10.02,11.4,24.9,448,11,282.5,0,1.5,337,77466.5,10.5,1195,18,8227,240,61023,678.5,NA,NA,NA,NA,80
X57C_57C_NSE724.NSE513,Nw82022,Natural,warm,Nw,3,8,41,2022,33,NA,18S,Biofilm,0.727104111,15041341.99,8.344,362,10.02,11.4,24.9,448,11,282.5,0,1.5,337,77466.5,10.5,1195,18,8227,240,61023,678.5,NA,NA,NA,NA,80
X65A_65A_NSE726.NSE513,Nw92022,Natural,warm,Nw,1,9,37,2022,38,NA,18S,Biofilm,1.056633833,21728210.68,8.375,361,9.16,4.7,47.1,491,11,294,4,2,325,76707.5,9.5,1233.5,15,8357.5,287,61379,711,4.76,16.91,446.13,1.04,107.6
X65B_65B_NSE727.NSE502,Nw92022,Natural,warm,Nw,2,9,39,2022,38,NA,18S,Biofilm,0.440542722,25358585.86,8.375,361,9.16,13.7,47.1,491,11,294,4,2,325,76707.5,9.5,1233.5,15,8357.5,287,61379,711,4.76,16.91,446.13,1.04,107.6
X65C_65C_NSE726.NSE513,Nw92022,Natural,warm,Nw,3,9,41,2022,38,NA,18S,Biofilm,1.666763,13229220.78,8.375,361,9.16,13.7,47.1,491,11,294,4,2,325,76707.5,9.5,1233.5,15,8357.5,287,61379,711,4.76,16.91,446.13,1.04,107.6
X73A_73A_NSE727.NSE513,Nw102022,Natural,warm,Nw,1,10,37,2022,40,NA,18S,Biofilm,0.488873278,29500865.8,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3
X73B_73B_NSE728.NSE502,Nw102022,Natural,warm,Nw,2,10,39,2022,40,NA,18S,Biofilm,0.514238,28698124.1,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3
X73C_73C_NSE727.NSE513,Nw102022,Natural,warm,Nw,3,10,41,2022,40,NA,18S,Biofilm,1.453861611,27520923.52,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3
X81A_81A_NSE728.NSE513,Nw112022,Natural,warm,Nw,1,11,37,2022,42,NA,18S,Biofilm,1.962919944,9338239.538,8.273,367,9.49,10.9,50.5,483,11,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.3
X81B_81B_NSE729.NSE502,Nw112022,Natural,warm,Nw,2,11,39,2022,42,NA,18S,Biofilm,0.527114389,12637662.34,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,NA,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3
X81C_81C_NSE728.NSE513,Nw112022,Natural,warm,Nw,3,11,41,2022,42,NA,18S,Biofilm,1.451498,26435353.54,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,NA,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3
X89A_89A_NSE716.NSE513,Nw122022,Natural,warm,Nw,1,12,38,2022,47,NA,18S,Biofilm,0.371433556,32569047.62,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119
X89B_89B_NSE716.NSE513,Nw122022,Natural,warm,Nw,2,12,40,2022,47,NA,18S,Biofilm,0.446716333,33686002.89,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119
X89C_89C_NSE716.NSE513,Nw122022,Natural,warm,Nw,3,12,42,2022,47,NA,18S,Biofilm,0.858266889,31615440.12,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119
X97A_97A_NSE718.NSE513,Nw132022,Natural,warm,Nw,1,13,38,2022,54,NA,18S,Biofilm,1.046509111,45142099.57,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142
X97B_97B_NSE718.NSE513,Nw132022,Natural,warm,Nw,2,13,40,2022,54,NA,18S,Biofilm,0.625433556,50102380.95,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142
X97C_97C_NSE718.NSE513,Nw132022,Natural,warm,Nw,3,13,42,2022,54,NA,18S,Biofilm,0.889346611,45688095.24,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142
X9A_9A_NSE718.NSE513,Nw22022,Natural,warm,Nw,1,2,37,2022,10,NA,18S,Biofilm,0.11052,4360101.01,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103
X9B_9B_NSE718.NSE502,Nw22022,Natural,warm,Nw,2,2,39,2022,10,NA,18S,Biofilm,0.1204,3671645.022,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103
X9C_9C_NSE718.NSE513,Nw22022,Natural,warm,Nw,3,2,41,2022,10,NA,18S,Biofilm,0.0908,5260533.911,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103
A09_A09_NSE701.NSE505,Nw22021,Natural,warm,Nw,1,2,35,2021,8,NA,18S,Biofilm,0.061694667,3839066.751,8.372,368,10.17,6,11.6,NA,0.011,0.2545,0.0015,0.002,0.299,81.817,NA,1.142,0.0055,8.468,0.252,62.335,0.728,NA,NA,NA,NA,134.33
A17_A17_NSE701.NSE510,Nw32021,Natural,warm,Nw,1,3,35,2021,11,NA,18S,Biofilm,0.150383,2229954.8,8.405,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33
A25_A25_NSE702.NSE505,Nw42021,Natural,warm,Nw,1,4,35,2021,16,NA,18S,Biofilm,0.348555917,1802253.7,8.388,360,9.83,6.9,9.2,NA,0.011,0.275,0.001,0.002,0.288,78.6775,NA,1.1085,0.0335,8.338,0.244,61.1495,0.7365,NA,NA,NA,NA,212.33
A81_A81_NSE705.NSE510,Nw112021,Natural,warm,Nw,1,11,35,2021,49,NA,18S,Biofilm,0.413855083,5609069.19,NA,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150
B01_B01_NSE706.NSE505,Nw12021,Natural,warm,Nw,2,1,35,2021,4,NA,18S,Biofilm,0.023806333,7030296.689,8.468,368,10.17,6,11.6,NA,0.011,0.2545,0.0015,0.002,0.299,81.817,NA,1.142,0.0055,8.468,0.252,62.335,0.728,NA,NA,NA,NA,134.33
B09_B09_NSE706.NSE510,Nw22021,Natural,warm,Nw,2,2,35,2021,8,NA,18S,Biofilm,0.052963417,16553740.8,8.372,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33
B17_B17_NSE707.NSE505,Nw32021,Natural,warm,Nw,2,3,35,2021,11,NA,18S,Biofilm,0.156944667,10106110.71,8.405,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33
B25_B25_NSE707.NSE510,Nw42021,Natural,warm,Nw,2,4,35,2021,16,NA,18S,Biofilm,0.232298,6528233.05,8.388,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33
B33_B33_NSE710.NSE505,Nw52021,Natural,warm,Nw,2,5,,2021,21,NA,18S,Biofilm,0.402848417,13966014.98,8.395,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67
B41_B41_NSE710.NSE510,Nw62021,Natural,warm,Nw,2,6,,2021,25,NA,18S,Biofilm,0.174407167,17014719.3,8.447,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33
B49_B49_NSE711.NSE505,Nw72021,Natural,warm,Nw,2,7,35,2021,30,NA,18S,Biofilm,1.59453175,37547220.2,8.422,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33
B57_B57_NSE711.NSE510,Nw82021,Natural,warm,Nw,2,8,35,2021,36,NA,18S,Biofilm,0.4237505,34897904.66,8.501,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67
B65_B65_NSE712.NSE505,Nw92021,Natural,warm,Nw,2,9,35,2021,39,NA,18S,Biofilm,0.248543417,10897344.44,8.467,387,10.01,8.8,13.2,NA,0.012,0.3245,0.0025,0.002,0.2835,89.2035,NA,1.299,NA,8.995,0.296,66.6725,0.758,NA,NA,NA,NA,118.33
B73_B73_NSE712.NSE510,Nw102021,Natural,warm,Nw,2,10,35,2021,44,NA,18S,Biofilm,0.480953417,19532271.16,8.491,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33
B81_B81_NSE714.NSE505,Nw112021,Natural,warm,Nw,2,11,35,2021,49,NA,18S,Biofilm,0.785435917,19726566.75,NA,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33
C01_C01_NSE714.NSE510,Nw12021,Natural,warm,Nw,3,1,35,2021,4,NA,18S,Biofilm,0.02227175,3767699.832,8.468,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67
C09_C09_NSE715.NSE505,Nw22021,Natural,warm,Nw,3,2,36,2021,8,NA,18S,Biofilm,0.092862583,16986288.5,8.372,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67
C17_C17_NSE715.NSE510,Nw32021,Natural,warm,Nw,3,3,36,2021,11,NA,18S,Biofilm,0.1437155,13815562.01,8.405,379,NA,7.7,33.6,NA,0.012,0.3305,0.003,0.0025,0.326,86.4145,NA,1.2845,0.009,8.7505,0.28,65.484,0.808,NA,NA,NA,NA,178.67
C25_C25_NSE702.NSE505,Nw42021,Natural,warm,Nw,3,4,36,2021,16,NA,18S,Biofilm,0.171761333,3328742.14,8.388,363,9.42,8.8,165.2,NA,0.013,0.408,0.004,0.0015,0.3645,88.4185,NA,1.1755,0.008,8.2075,0.358,62.858,0.7605,NA,NA,NA,NA,884
C33_C33_NSE702.NSE510,Nw52021,Natural,warm,Nw,3,5,36,2021,21,NA,18S,Biofilm,0.48423425,23259711.84,8.395,352,9.56,8.8,292.8,NA,0.0135,0.4025,0.0025,0.0025,0.365,93.478,NA,1.197,0.0165,8.3885,0.36,65.2145,0.838,NA,NA,NA,NA,462
C41_C41_NSE703.NSE505,Nw62021,Natural,warm,Nw,3,6,36,2021,25,NA,18S,Biofilm,0.470634667,16548649.16,8.447,385,10.66,4.4,NA,NA,0.015,0.365,0.002,0.003,0.3345,86.814,NA,1.3275,0.012,8.9145,0.3265,66.3835,0.8095,NA,NA,NA,NA,171.33
C49_C49_NSE703.NSE510,Nw72021,Natural,warm,Nw,3,7,36,2021,30,NA,18S,Biofilm,0.775434667,14463863.58,8.422,385,10.6,4.5,NA,NA,0.015,0.367,0.001,0.002,0.342,86.839,NA,1.319,0.0125,8.737,0.3185,65.108,0.789,NA,NA,NA,NA,170.67
C57_C57_NSE704.NSE505,Nw82021,Natural,warm,Nw,3,8,36,2021,36,NA,18S,Biofilm,0.393799667,7513461.672,8.501,385,10.6,4.5,NA,NA,0.015,0.367,0.001,0.002,0.342,86.839,NA,1.319,0.0125,8.737,0.3185,65.108,0.789,NA,NA,NA,NA,170.67
C65_C65_NSE704.NSE510,Nw92021,Natural,warm,Nw,3,9,36,2021,39,NA,18S,Biofilm,0.184620083,11875916.89,8.467,399,10.37,6.4,8,NA,0.015,0.388,0.0015,0.002,0.338,91.538,NA,1.3685,0.0165,9.151,0.3125,67.6145,0.7855,NA,NA,NA,NA,159.33
C73_C73_NSE705.NSE505,Nw102021,Natural,warm,Nw,3,10,36,2021,44,NA,18S,Biofilm,0.2167405,20345189.34,8.491,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148
C81_C81_NSE705.NSE510,Nw112021,Natural,warm,Nw,3,11,36,2021,49,NA,18S,Biofilm,0.320298417,28440340.24,NA,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148
P01_P01_NSE702.NSE510,Nw52021,Natural,warm,Nw,1,5,35,2021,21,NA,18S,Biofilm,0.482858417,18025020.04,8.395,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67
P09_P09_NSE703.NSE505,Nw62021,Natural,warm,Nw,1,6,35,2021,25,NA,18S,Biofilm,0.612292583,17426491.1,8.447,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67
P17_P17_NSE703.NSE510,Nw72021,Natural,warm,Nw,1,7,35,2021,30,NA,18S,Biofilm,1.134421333,57586115.12,8.422,397,10.02,6.6,21,NA,0.015,0.3875,0.0015,0.002,0.3335,92.8185,NA,1.3575,0.0095,9.1895,0.305,67.244,0.7985,NA,NA,NA,NA,200.67
P25_P25_NSE704.NSE505,Nw82021,Natural,warm,Nw,1,8,35,2021,36,NA,18S,Biofilm,0.259073833,5848845.57,8.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P33_P33_NSE704.NSE510,Nw92021,Natural,warm,Nw,1,9,35,2021,39,NA,18S,Biofilm,0.400784667,2978037.99,8.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P41_P41_NSE705.NSE505,Nw102021,Natural,warm,Nw,1,10,35,2021,44,NA,18S,Biofilm,0.375913833,6636988.89,8.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X107A_107A_NSE719.NSE516,Sw142022,Stochastic,warm,Sw,7,14,38,2022,61,NA,18S,Biofilm,0.370657444,54995382.4,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213
X107B_107B_NSE719.NSE516,Sw142022,Stochastic,warm,Sw,8,14,40,2022,61,NA,18S,Biofilm,0.830746553,59595526.7,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213
X107C_107C_NSE719.NSE516,Sw142022,Stochastic,warm,Sw,9,14,42,2022,61,NA,18S,Biofilm,0.912912167,54123160.17,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213
X115A_115A_NSE720.NSE516,Sw152022,Stochastic,warm,Sw,7,15,38,2022,67,NA,18S,Biofilm,1.533589389,51629292.93,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA
X115B_115B_NSE720.NSE516,Sw152022,Stochastic,warm,Sw,8,15,40,2022,67,NA,18S,Biofilm,1.093322722,50185786.44,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA
X115C_115C_NSE720.NSE516,Sw152022,Stochastic,warm,Sw,9,15,42,2022,67,NA,18S,Biofilm,0.5297955,53292279.94,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA
X11A_11A_NSE718.NSE516,Sw22022,Stochastic,warm,Sw,7,2,37,2022,10,NA,18S,Biofilm,0.17293,4903391.053,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103
X11B_11B_NSE718.NSE505,Sw22022,Stochastic,warm,Sw,8,2,39,2022,10,NA,18S,Biofilm,0.11045,4877344.877,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103
X11C_11C_NSE718.NSE516,Sw22022,Stochastic,warm,Sw,9,2,41,2022,10,NA,18S,Biofilm,0.08995,4499927.85,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103
X123A_123A_NSE721.NSE516,Sw162022,Stochastic,warm,Sw,7,16,38,2022,75,NA,18S,Biofilm,0.6066305,60885004.81,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA
X123B_123B_NSE721.NSE516,Sw162022,Stochastic,warm,Sw,8,16,40,2022,75,NA,18S,Biofilm,0.842815222,57091037.36,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA
